Sample,Pressure (kPa),EXP_ADS (mL/g),Temparature ©,Depth (m),Moisture (%),VM(%),Ash (%),FC (%),Vitrinite (%),Semi- vitrinite (%),Liptinite (%),Inertinite (%),Mineral matter (%),Mean Ro (%),D–A maximum adsorption (mL/g),DA_E Characteristic adsorption energy (kJ/mol),DA_n Heterogeneity parameter,R2_D–A goodness of fit,DA_P0_2×Pmax​ (kPa)
,9712.288064,13.68933565,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,15.5827839,7.138393442,1.95957421,0.99953084,25412.8916
,10695.11352,14.17050312,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,15.5827839,7.138393442,1.95957421,0.99953084,25412.8916
,11708.37555,14.30617234,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,15.5827839,7.138393442,1.95957421,0.99953084,25412.8916
,12706.4458,14.64913294,30,1118.1,1.9,31.7,25.3,68.3,49,0,12,15,24,0.82,15.5827839,7.138393442,1.95957421,0.99953084,25412.8916
BH B/27,410.8695652,1.742549238,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
,1704.347826,5.80776663,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
,2663.043478,8.164399851,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
,3652.173913,9.495317726,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
,4686.956522,10.75774805,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
,5691.304348,11.64418432,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
,6680.434783,12.49646971,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
,7715.217391,12.90419918,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
,8704.347826,13.51716834,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
,9693.478261,13.92500929,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
,10728.26087,14.36692679,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
,11732.6087,14.50122631,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
,12721.73913,14.77231512,30,1162.68,1.5,38.5,24.5,61.5,67.8,0,11.7,4,16.5,0.8,15.80326088,6.90992588,1.974859788,0.999461768,25443.47826
BH C/5,374.0019801,0.941697367,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,850.6210138,1.77912051,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,1703.383601,2.30389095,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,2726.163312,3.247202995,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,3664.053437,3.911558122,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,4737.873979,4.959526814,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,5692.658738,5.728453606,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,6716.03333,6.323335075,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,7705.261727,6.918131562,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,8728.695807,7.478169975,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,9752.665281,7.724620869,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,10673.95821,8.110189045,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,11697.57076,8.565698285,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
,12687.86994,8.533319736,30,360.5,4,46.4,26.7,53.6,36.8,0,18.8,25.8,18.6,0.62,11.61834346,4.840712581,1.27728618,0.994132808,25375.73988
BH C/8,457.6271186,0.966097513,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,898.3050847,1.96673734,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,1728.813559,3.24275385,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,2711.864407,4.518393991,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,3677.966102,5.483195122,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,4745.762712,6.482287655,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,5694.915254,7.447130604,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,6745.762712,7.997214869,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,7728.813559,8.685635666,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,8762.711864,9.063050178,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,9796.610169,9.44046469,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,10694.91525,9.818213753,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,11711.86441,10.02295851,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
,12728.81356,10.40041484,30,425.485,3.4,44.6,26.1,55.4,52,0,12.1,10.2,25.7,0.66,11.96623485,5.781202256,1.65387751,0.999148916,25457.62712
BH C/17,353.4969623,1.166380789,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,858.1594416,2.43567753,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,1732.587172,4.253859348,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,2707.532773,5.831903945,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,3699.178565,7.30703259,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,4723.994389,8.301886792,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,5731.966057,9.22813036,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,6706.047855,9.777015437,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,7713.702794,10.32590051,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,8704.484783,10.77186964,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,9745.712864,11.32075472,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,10719.53552,11.56089194,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,11710.00078,11.62950257,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
,12734.3847,12.10977702,30,727.31,2.7,42.6,25.9,57.4,57.1,0,10.2,8.4,24.3,0.73,13.25500845,6.403727315,1.83518734,0.999116388,25468.7694
BH C/20,355.5018138,2.31433506,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,829.5042322,4.248704663,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,1743.651753,6.321243523,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,2725.513906,8.082901554,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,3690.4474,9.568221071,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,4689.23821,10.91537133,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,5721.886336,11.95164076,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,6754.534462,12.74611399,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,7736.396614,13.36787565,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,8718.258767,14.30051813,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,9750.906892,14.50777202,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,10715.84039,15.06044905,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,11748.48851,15.16407599,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
,12730.35067,15.75129534,30,824.22,2.4,41.9,19.5,58.1,38.4,0,17,30.8,13.8,0.76,17.96638923,6.666558523,1.530382987,0.99868307,25460.70134
BH C/25,816.5113465,3.763097743,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
,1754.450818,5.764237789,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
,2707.635087,7.627170963,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
,3706.606773,9.144568023,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
,4689.882946,10.21295372,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
,5688.403917,11.14313255,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
,6656.249704,12.10792938,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
,7669.750345,12.55447885,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
,8683.357037,13.13919731,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
,9697.06978,13.86208477,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
,10725.62963,13.92863162,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
,11708.4816,14.44434134,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
,12706.57837,14.82184418,30,1050.88,2.2,36.5,24.6,63.5,77.1,0,7.1,6,9.8,0.82,16.62091903,6.643181897,1.621868784,0.998585884,25413.15674
BH C/26,334.0563991,2.997483435,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,789.5878525,5.279168684,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,1655.097614,8.820503535,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,2672.451193,11.20303614,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,3659.436009,13.44935645,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,4676.789588,14.80974254,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,5678.958785,15.72723544,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,6681.127983,16.44029903,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,7713.665944,17.15328872,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,8685.466377,17.38942452,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,9702.819957,18.06837961,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,10689.80477,18.2022638,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,11691.97397,18.50646879,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
,12694.14317,18.60624448,30,1076.27,1.1,33,22.5,67,61.9,0,15.3,4.8,30.9,0.87,19.7400115,7.723952489,2.021278024,0.998626327,25388.28634
BH D/6,406.779661,1.000765284,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,847.4576271,2.31228594,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,1728.813559,4.106311709,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,2694.915254,5.520162926,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,3694.915254,6.588507362,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,4728.813559,7.518598904,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,5728.813559,8.310604825,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,6745.762712,8.929857356,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,7745.762712,9.514609392,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,8762.711864,10.16840424,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,9779.661017,10.40769131,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,10711.86441,10.95806831,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,11694.91525,11.50831985,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
,12694.91525,11.885818,30,321.45,3.8,39.6,22.5,60.4,54.9,0,4.5,17.9,22.7,0.69,13.61717103,5.927182737,1.547823027,0.998575957,25389.8305
BH D/9,393.6430318,0.980004103,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
,855.7457213,2.48465471,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
,1779.9511,4.340109768,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
,2721.271394,5.880922256,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
,3748.166259,7.142228187,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
,4740.831296,8.33351856,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
,5819.070905,9.42012755,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
,7753.056235,10.50887377,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
,8745.721271,10.89596833,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
,9789.731051,11.2482261,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
,10782.39609,11.63532067,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
,11740.8313,11.81253954,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
,12750.61125,12.19967685,30,470.95,3.4,42.3,21.6,57.7,65.8,0,9.4,11.3,13.5,0.72,13.3075662,6.349722043,1.872773634,0.999193466,25501.2225
BH D/11,353.2666148,0.89193825,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,857.9578875,2.195540309,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,1748.625114,3.361921098,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,2689.939986,4.87135506,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,3731.599969,5.934819897,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,4706.027288,6.895368782,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,5713.854988,7.650085763,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,6654.363645,8.19897084,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,7695.620519,8.782161235,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,8720.23479,9.536878216,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,9710.959191,9.914236707,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,10701.6548,10.25728988,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,11708.93542,10.36020583,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
,12733.11779,10.60034305,30,529.63,3.8,42.5,26.1,57.5,57.7,0,10,13,19.2,0.74,12.36265859,5.9089148,1.625853612,0.998435348,25466.23558
BH D/14,321.8973846,0.75862069,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,829.7851074,1.517241379,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,1709.682659,2.310344828,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,2707.879394,3.034482759,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,3706.046977,3.724137931,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,4704.331168,4.551724138,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,5702.527903,5.275862069,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,6700.637181,5.896551724,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,7698.367483,6.068965517,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,8713.32667,6.620689655,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,9728.081792,6.931034483,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,10708.99134,7.206896552,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,11723.77561,7.551724138,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
,12738.61819,7.965517241,30,591.3,4,44.5,32.6,55.5,70.8,0,5.1,7.7,16.4,0.86,10.34230527,4.991334532,1.272251397,0.997109927,25477.23638
BH D/15,372.4304716,1.727115717,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
,897.2188634,3.385146805,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
,1760.580411,5.526770294,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
,2708.585248,7.288428325,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
,3707.376058,8.773747841,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
,4723.095526,9.844559585,30,612.3,3.1,44.3,22,55.7,61.7,0,8.4,16.6,13.3,0.75,15.36924634,6.712507542,1.758711218,0.999800947,25562.27328
